CNPJ;Ente;UF;Plano de Segregação;Sujeito Passivo;Aliquota;Início de Vigência;Fim de Vigência
12207536000161;Girau do Ponciano;AL;PREVIDENCIÁRIO;Aposentados;11.00;2012-08-08 00:00:00.000;NULL
12207536000161;Girau do Ponciano;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2012-08-08 00:00:00.000;NULL
12207536000161;Girau do Ponciano;AL;PREVIDENCIÁRIO;Ente;12.00;2013-12-01 00:00:00.000;NULL
12207536000161;Girau do Ponciano;AL;PREVIDENCIÁRIO;Ativos;11.00;2013-12-01 00:00:00.000;NULL
12200176000176;Governo do Estado de Alagoas;AL;FINANCEIRO;Ativos;11.00;2015-11-10 00:00:00.000;NULL
12200176000176;Governo do Estado de Alagoas;AL;FINANCEIRO;Aposentados;11.00;2015-11-10 00:00:00.000;NULL
12200176000176;Governo do Estado de Alagoas;AL;FINANCEIRO;Pensionistas;11.00;2015-11-10 00:00:00.000;NULL
12200176000176;Governo do Estado de Alagoas;AL;FINANCEIRO;Ente;22.00;2015-11-10 00:00:00.000;NULL
12200176000176;Governo do Estado de Alagoas;AL;PREVIDENCIÁRIO;Ente;11.00;2015-11-10 00:00:00.000;NULL
12200176000176;Governo do Estado de Alagoas;AL;PREVIDENCIÁRIO;Ativos;11.00;2015-11-10 00:00:00.000;NULL
12200176000176;Governo do Estado de Alagoas;AL;PREVIDENCIÁRIO;Aposentados;11.00;2015-11-10 00:00:00.000;NULL
12200176000176;Governo do Estado de Alagoas;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2015-11-10 00:00:00.000;NULL
12228375000192;Igaci;AL;PREVIDENCIÁRIO;Ativos;11.00;2013-12-24 00:00:00.000;NULL
12228375000192;Igaci;AL;PREVIDENCIÁRIO;Aposentados;11.00;2013-12-24 00:00:00.000;NULL
12228375000192;Igaci;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2013-12-24 00:00:00.000;NULL
12228375000192;Igaci;AL;PREVIDENCIÁRIO;Ente;14.00;2016-06-01 00:00:00.000;NULL
12228375000192;Igaci;AL;PREVIDENCIÁRIO;Ente-suplementar;12.44;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
12228375000192;Igaci;AL;PREVIDENCIÁRIO;Ente-suplementar;12.44;2020-01-01 00:00:00.000;2042-12-31 00:00:00.000
12226197000160;Inhapi;AL;PREVIDENCIÁRIO;Ativos;11.00;2013-04-01 00:00:00.000;NULL
12226197000160;Inhapi;AL;PREVIDENCIÁRIO;Aposentados;11.00;2013-04-01 00:00:00.000;NULL
12226197000160;Inhapi;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2013-04-01 00:00:00.000;NULL
12226197000160;Inhapi;AL;PREVIDENCIÁRIO;Ente;14.00;2017-12-04 00:00:00.000;NULL
12226197000160;Inhapi;AL;PREVIDENCIÁRIO;Ente-suplementar;12.00;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
12226197000160;Inhapi;AL;PREVIDENCIÁRIO;Ente-suplementar;16.00;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
12226197000160;Inhapi;AL;PREVIDENCIÁRIO;Ente-suplementar;18.00;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
12247755000174;Jacuípe;AL;PREVIDENCIÁRIO;Ativos;11.00;2005-12-28 00:00:00.000;NULL
12247755000174;Jacuípe;AL;PREVIDENCIÁRIO;Aposentados;11.00;2005-12-28 00:00:00.000;NULL
12247755000174;Jacuípe;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2005-12-28 00:00:00.000;NULL
12247755000174;Jacuípe;AL;PREVIDENCIÁRIO;Ente;18.38;2013-10-01 00:00:00.000;NULL
12247755000174;Jacuípe;AL;PREVIDENCIÁRIO;Ente-suplementar;23.56;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
12247755000174;Jacuípe;AL;PREVIDENCIÁRIO;Ente-suplementar;24.77;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
12247946000136;Japaratinga;AL;PREVIDENCIÁRIO;Ente;11.00;2006-11-10 00:00:00.000;NULL
12247946000136;Japaratinga;AL;PREVIDENCIÁRIO;Aposentados;11.00;2007-02-10 00:00:00.000;NULL
12247946000136;Japaratinga;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2007-02-10 00:00:00.000;NULL
12247946000136;Japaratinga;AL;PREVIDENCIÁRIO;Ativos;11.00;2007-02-10 00:00:00.000;NULL
12207544000108;Jaramataia;AL;PREVIDENCIÁRIO;Ativos;11.00;2003-03-11 00:00:00.000;NULL
12207544000108;Jaramataia;AL;PREVIDENCIÁRIO;Aposentados;11.00;2003-03-11 00:00:00.000;NULL
12207544000108;Jaramataia;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2003-03-11 00:00:00.000;NULL
12207544000108;Jaramataia;AL;PREVIDENCIÁRIO;Ente;15.67;2011-12-09 00:00:00.000;NULL
02917132000108;Jequiá da Praia;AL;PREVIDENCIÁRIO;Ativos;11.00;2011-03-22 00:00:00.000;NULL
02917132000108;Jequiá da Praia;AL;PREVIDENCIÁRIO;Aposentados;11.00;2011-03-22 00:00:00.000;NULL
02917132000108;Jequiá da Praia;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2011-03-22 00:00:00.000;NULL
02917132000108;Jequiá da Praia;AL;PREVIDENCIÁRIO;Ente;13.04;2012-01-01 00:00:00.000;NULL
12248100000110;Jundiá;AL;PREVIDENCIÁRIO;Ente;11.00;2014-05-29 00:00:00.000;NULL
12248100000110;Jundiá;AL;PREVIDENCIÁRIO;Aposentados;11.00;2014-05-29 00:00:00.000;NULL
12248100000110;Jundiá;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2014-05-29 00:00:00.000;NULL
12248100000110;Jundiá;AL;PREVIDENCIÁRIO;Ativos;11.00;2014-05-29 00:00:00.000;NULL
12248100000110;Jundiá;AL;PREVIDENCIÁRIO;Ente-suplementar;14.00;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
12248100000110;Jundiá;AL;PREVIDENCIÁRIO;Ente-suplementar;16.00;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
12248100000110;Jundiá;AL;PREVIDENCIÁRIO;Ente-suplementar;21.41;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
12265468000197;Junqueiro;AL;PREVIDENCIÁRIO;Aposentados;11.00;2011-10-31 00:00:00.000;NULL
12265468000197;Junqueiro;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2011-10-31 00:00:00.000;NULL
12265468000197;Junqueiro;AL;PREVIDENCIÁRIO;Ativos;11.00;2011-10-31 00:00:00.000;NULL
12265468000197;Junqueiro;AL;PREVIDENCIÁRIO;Ente;16.32;2012-02-01 00:00:00.000;NULL
12207551000100;Lagoa da Canoa;AL;PREVIDENCIÁRIO;Ativos;11.00;2017-08-03 00:00:00.000;NULL
12207551000100;Lagoa da Canoa;AL;PREVIDENCIÁRIO;Aposentados;11.00;2017-08-03 00:00:00.000;NULL
12207551000100;Lagoa da Canoa;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2017-08-03 00:00:00.000;NULL
12207551000100;Lagoa da Canoa;AL;PREVIDENCIÁRIO;Ente;12.00;2018-06-08 00:00:00.000;NULL
12207551000100;Lagoa da Canoa;AL;PREVIDENCIÁRIO;Ente-suplementar;20.12;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
12207551000100;Lagoa da Canoa;AL;PREVIDENCIÁRIO;Ente-suplementar;23.18;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
12207551000100;Lagoa da Canoa;AL;PREVIDENCIÁRIO;Ente-suplementar;26.25;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
12207551000100;Lagoa da Canoa;AL;PREVIDENCIÁRIO;Ente-suplementar;29.31;2022-01-01 00:00:00.000;2022-12-31 00:00:00.000
12200135000180;Maceió;AL;FINANCEIRO;Ente;13.28;2012-07-18 00:00:00.000;NULL
12200135000180;Maceió;AL;FINANCEIRO;Ativos;11.00;2013-01-01 00:00:00.000;NULL
12200135000180;Maceió;AL;FINANCEIRO;Aposentados;11.00;2013-01-01 00:00:00.000;NULL
12200135000180;Maceió;AL;FINANCEIRO;Pensionistas;11.00;2013-01-01 00:00:00.000;NULL
12200135000180;Maceió;AL;FINANCEIRO;Ente-suplementar;8.66;2014-08-07 00:00:00.000;NULL
12200135000180;Maceió;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2009-09-22 00:00:00.000;NULL
12200135000180;Maceió;AL;PREVIDENCIÁRIO;Aposentados;11.00;2009-09-22 00:00:00.000;NULL
12200135000180;Maceió;AL;PREVIDENCIÁRIO;Ativos;11.00;2009-09-22 00:00:00.000;NULL
12200135000180;Maceió;AL;PREVIDENCIÁRIO;Ente;13.28;2009-09-22 00:00:00.000;NULL
12200135000180;Maceió;AL;PREVIDENCIÁRIO;Ente-suplementar;7.00;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
12200135000180;Maceió;AL;PREVIDENCIÁRIO;Ente-suplementar;8.00;2020-01-01 00:00:00.000;2020-12-31 00:00:00.000
12200135000180;Maceió;AL;PREVIDENCIÁRIO;Ente-suplementar;10.00;2021-01-01 00:00:00.000;2021-12-31 00:00:00.000
12228904000158;Major Izidoro;AL;PREVIDENCIÁRIO;Ente;13.57;2014-09-26 00:00:00.000;NULL
12228904000158;Major Izidoro;AL;PREVIDENCIÁRIO;Ativos;11.00;2014-09-26 00:00:00.000;NULL
12228904000158;Major Izidoro;AL;PREVIDENCIÁRIO;Aposentados;11.00;2014-09-26 00:00:00.000;NULL
12228904000158;Major Izidoro;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2014-09-26 00:00:00.000;NULL
12333761000144;Mar Vermelho;AL;PREVIDENCIÁRIO;Ente;11.00;2007-09-14 00:00:00.000;NULL
12333761000144;Mar Vermelho;AL;PREVIDENCIÁRIO;Ativos;11.00;2013-04-16 00:00:00.000;NULL
12333761000144;Mar Vermelho;AL;PREVIDENCIÁRIO;Aposentados;11.00;2013-04-16 00:00:00.000;NULL
12333761000144;Mar Vermelho;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2013-04-16 00:00:00.000;NULL
12333761000144;Mar Vermelho;AL;PREVIDENCIÁRIO;Ente-suplementar;13.50;2019-01-01 00:00:00.000;2019-12-31 00:00:00.000
12333761000144;Mar Vermelho;AL;PREVIDENCIÁRIO;Ente-suplementar;49.93;2020-01-01 00:00:00.000;2045-12-31 00:00:00.000
12248522000196;Maragogi;AL;PREVIDENCIÁRIO;Ativos;11.00;2011-06-27 00:00:00.000;NULL
12248522000196;Maragogi;AL;PREVIDENCIÁRIO;Aposentados;11.00;2012-06-27 00:00:00.000;NULL
12248522000196;Maragogi;AL;PREVIDENCIÁRIO;Pensionistas;11.00;2012-06-27 00:00:00.000;NULL
12248522000196;Maragogi;AL;PREVIDENCIÁRIO;Ente;16.00;2017-12-29 00:00:00.000;NULL
12248522000196;Maragogi;AL;PREVIDENCIÁRIO;Ente-suplementar;3.00;2017-12-29 00:00:00.000;2019-12-31 00:00:00.000
12248522000196;Maragogi;AL;PREVIDENCIÁRIO;Ente-suplementar;14.70;2020-01-01 00:00:00.000;2022-12-31 00:00:00.000
12251286000167;Maravilha;AL;PREVIDENCIÁRIO;Ente;13.82;2009-02-12 00:00:00.000;NULL
12251286000167;Maravilha;AL;PREVIDENCIÁRIO;Ativos;11.00;2009-05-13 00:00:00.000;NULL
12251286000167;Maravilha;AL;PREVIDENCIÁRIO;Aposentados;11.00;2009-05-13 00:00:00.000;NULL
